0.008,-0.0151655981
0.016,-0.0261595419
0.024,-0.0346019395
0.032,-0.0404036106
0.04,-0.0463093254
0.048,-0.053131615
0.056,-0.0618118266
0.064,-0.0734003055
0.072,-0.0870448848
0.08,-0.0957994133
0.088,-0.0951900148
0.096,-0.0862125357
0.104,-0.0756446753
0.112,-0.0755505406
0.12,-0.0876790555
0.128,-0.0981973713
0.136,-0.1063127746
0.144,-0.1155776123
0.152,-0.1274237231
0.16,-0.1427478638
0.168,-0.1589093081
0.176,-0.169655529
0.184,-0.1719098077
0.192,-0.1654491935
0.2,-0.1572396555
0.208,-0.1519037035
0.216,-0.1555947752
0.224,-0.1660387741
0.232,-0.1768147218
0.24,-0.1836716926
0.248,-0.1895328172
0.256,-0.1931446176
0.264,-0.1985747043
0.272,-0.2083052612
0.28,-0.2207409525
0.288,-0.2326663346
0.296,-0.2376009755
0.304,-0.2359709585
0.312,-0.2340436741
0.32,-0.2399196621
0.328,-0.2483422419
0.336,-0.2568738198
0.344,-0.2651923559
0.352,-0.2724704557
0.36,-0.2785049864
0.368,-0.2809326712
0.376,-0.2834346728
0.384,-0.2870613366
0.392,-0.2908713153
0.4,-0.294562387
0.408,-0.2963955367
0.416,-0.298342639
0.424,-0.3017711244
0.432,-0.3061459114
0.44,-0.3095446701
0.448,-0.3127105692
0.456,-0.3210390143
0.464,-0.330422759
0.472,-0.3385381624
0.48,-0.3423085054
0.488,-0.346257209
0.496,-0.3503446374
0.504,-0.3538573486
0.512,-0.3600107863
0.52,-0.3625970138
0.528,-0.3655300533
0.536,-0.3720550754
0.544,-0.3765933596
0.552,-0.3774257086
0.56,-0.3747552554
0.568,-0.3751516121
0.576,-0.3809037386
0.584,-0.3855906566
0.592,-0.389851491
0.6,-0.3938992838
0.608,-0.3989280594
0.616,-0.4066916961
0.624,-0.4133703064
0.632,-0.4233039961
0.64,-0.4291007128
0.648,-0.4300717867
0.656,-0.4293484357
0.664,-0.4301163768
0.672,-0.4365423097
0.68,-0.4451382956
0.688,-0.4516038642
0.696,-0.4578762089
0.704,-0.4659123409
0.712,-0.4768815124
0.72,-0.4924137404
0.728,-0.5075397028
0.736,-0.5143372201
0.744,-0.5072374808
0.752,-0.4940933019
0.76,-0.4828367718
0.768,-0.4804982672
0.776,-0.4813752064
0.784,-0.4865179346
0.792,-0.4979032806
0.8,-0.519930804
0.808,-0.5341798272
0.816,-0.5379452158
0.824,-0.5347049998
0.832,-0.5325993548
0.84,-0.5327380797
0.848,-0.5355472578
0.856,-0.5417304222
0.864,-0.5458822586
0.872,-0.5478987233
0.88,-0.5516492485
0.888,-0.5582188607
0.896,-0.5670724784
0.904,-0.571982347
0.912,-0.570600053
0.92,-0.5721359352
0.928,-0.5805535605
0.936,-0.5876731177
0.944,-0.5918645897
0.952,-0.5933112916
0.96,-0.5905268859
0.968,-0.5782745095
0.976,-0.5375290412
0.984,-0.4371318903
0.992,-0.250546976
1,0.0432871056
1.008,0.4401045655
1.016,0.9587373013
1.024,2.776691692
1.032,14.40800187
1.04,56.24534366
1.048,147.6045611
1.056,287.2122444
1.064,450.4772648
1.072,604.8240268
1.08,726.8614457
1.088,809.0467347
1.096,856.0492533
1.104,877.6035268
1.112,883.1359875
1.12,879.5148975
1.128,871.0074082
1.136,859.9784908
1.144,847.6139951
1.152,834.4728978
1.16,820.8141092
1.168,806.7854554
1.176,792.495112
1.184,778.0450815
1.192,763.5208232
1.2,748.9884199
1.208,734.5080433
1.216,720.1295898
1.224,705.8986553
1.232,691.8465322
1.24,678.0042205
1.248,664.3936586
1.256,651.0264498
1.264,637.9083066
1.272,625.0455409
1.28,612.4438604
1.288,600.1121186
1.296,588.0455146
1.304,576.2416158
1.312,564.7053322
1.32,553.4337207
1.328,542.4162233
1.336,531.6503134
1.344,521.1357333
1.352,510.865289
1.36,500.8334119
1.368,491.0350384
1.376,481.4752815
1.384,472.1524469
1.392,463.0552433
1.4,454.1708534
1.408,445.4912611
1.416,437.0146232
1.424,428.7417523
1.432,420.6646717
1.44,412.7731852
1.448,405.0611887
1.456,397.5327996
1.464,390.1872497
1.472,383.0215319
1.48,376.0182262
1.488,369.1632371
1.496,362.4594235
1.504,355.9149651
1.512,349.5296042
1.52,343.2936748
1.528,337.2044568
1.536,331.249029
1.544,325.4268712
1.552,319.7379288
1.56,314.1759247
1.568,308.7374847
1.576,303.413037
1.584,298.205341
1.592,293.1134655
1.6,288.1396497
1.608,283.2814215
1.616,278.5304771
1.624,273.8807374
1.632,269.3273669
1.64,264.8706629
1.648,260.5093916
1.656,256.2368201
1.664,252.0550587
1.672,247.9683438
1.68,243.9796478
1.688,240.0764212
1.696,236.2450342
1.704,232.486245
1.712,228.8091746
1.72,225.218059
1.728,221.7065815
1.736,218.2700748
1.744,214.9026135
1.752,211.5947344
1.76,208.3459968
1.768,205.1645258
1.776,202.0530118
1.784,199.011757
1.792,196.0333445
1.8,193.1157579
1.808,190.2567925
1.816,187.4534061
1.824,184.6982465
1.832,181.9909024
1.84,179.3337717
1.848,176.734192
1.856,174.1933028
1.864,171.7059911
1.872,169.2679169
1.88,166.869617
1.888,164.5137323
1.896,162.2034236
1.904,159.9477874
1.912,157.7397932
1.92,155.5739714
1.928,153.4412058
1.936,151.3434384
1.944,149.2856585
1.952,147.2662806
1.96,145.2827383
1.968,143.3350663
1.976,141.4290315
1.984,139.5649016
1.992,137.7322374
2,135.9333329
2.008,134.1637191
2.016,132.4288411
2.024,130.7241308
2.032,129.0533139
2.04,127.4065608
2.048,125.785888
2.056,124.1908991
2.064,122.624983
2.072,121.0918852
2.08,119.5934934
2.088,118.120082
2.096,116.6723842
2.104,115.2497164
2.112,113.8552542
2.12,112.4856784
2.128,111.1314712
2.136,109.794788
2.144,108.4812272
2.152,107.1948813
2.16,105.9313358
2.168,104.6871226
2.176,103.4620385
2.184,102.2608003
2.192,101.0851122
2.2,99.92986124
2.208,98.79042987
2.216,97.66807653
2.224,96.56578379
2.232,95.47921154
2.24,94.40819134
2.248,93.35351095
2.256,92.31508118
2.264,91.29741059
2.272,90.30283769
2.28,89.32868707
2.288,88.37407683
2.296,87.42743832
2.304,86.48345044
2.312,85.55278015
2.32,84.64155611
2.328,83.74789562
2.336,82.86917283
2.344,82.00249928
2.352,81.14820692
2.36,80.30632053
2.368,79.47798953
2.376,78.66296621
2.384,77.86111185
2.392,77.06992443
2.4,76.29273336
2.408,75.53167896
2.416,74.78223286
2.424,74.03824161
2.432,73.30090916
2.44,72.57241051
2.448,71.85766543
2.456,71.15355263
2.464,70.46114225
2.472,69.78199497
2.48,69.11877626
2.488,68.45996207
2.496,67.80581994
2.504,67.1600112
2.512,66.52332362
2.52,65.89673819
2.528,65.28070079
2.536,64.67361611
2.544,64.077238
2.552,63.48842041
2.56,62.90746554
2.568,62.34023947
2.576,61.78672239
2.584,61.240746
2.592,60.69741033
2.6,60.15363372
2.608,59.61317163
2.616,59.07863509
2.624,58.55342283
2.632,58.03371498
2.64,57.52234548
2.648,57.02299054
2.656,56.53309862
2.664,56.04849806
2.672,55.56645896
2.68,55.08906713
2.688,54.62064288
2.696,54.1624595
2.704,53.70899276
2.712,53.25780011
2.72,52.80873293
2.728,52.3701692
2.736,51.93201669
2.744,51.49540998
2.752,51.06490715
2.76,50.64968883
2.768,50.24768405
2.776,49.84450507
2.784,49.44522524
2.792,49.05318884
2.8,48.66652306
2.808,48.27800927
2.816,47.88786547
2.824,47.49702309
2.832,47.11758587
2.84,46.74604606
2.848,46.38193793
2.856,46.02536554
2.864,45.67428269
2.872,45.32846643
2.88,44.98166918
2.888,44.63102728
2.896,44.28013765
2.904,43.9343957
2.912,43.60367072
2.92,43.28577284
2.928,42.97048099
2.936,42.65327673
2.944,42.3378313
2.952,42.02550222
2.96,41.71411945
2.968,41.4042676
2.976,41.09855768
2.984,40.80000696
2.992,40.5040276
3,40.20671548
3.008,39.91283186
3.016,39.62037512
3.024,39.33405199
3.032,39.05169244
3.04,38.77359867
3.048,38.49929011
3.056,38.22956443
3.064,37.96084945
3.072,37.69443334
3.08,37.42992966
3.088,37.1677942
3.096,36.90964213
3.104,36.64964205
3.112,36.39222819
3.12,36.13907517
3.128,35.88702204
3.136,35.6354594
3.144,35.38498179
3.152,35.14381856
3.16,34.91352541
3.168,34.68692333
3.176,34.45946909
3.184,34.22949302
3.192,33.99921474
3.2,33.76872341
3.208,33.53650793
3.216,33.30803307
3.224,33.08646472
3.232,32.87040078
3.24,32.65720051
3.248,32.4478994
3.256,32.23722096
3.264,32.024204
3.272,31.81100374
3.28,31.60088019
3.288,31.39480444
3.296,31.19566492
3.304,31.00136096
3.312,30.80892483
3.32,30.61750437
3.328,30.42028718
3.336,30.21942352
3.344,30.02288014
3.352,29.83338201
3.36,29.64944773
3.368,29.46687097
3.376,29.28038019
3.384,29.08947994
3.392,28.90395033
3.4,28.7241877
3.408,28.54851746
3.416,28.37284227
3.424,28.19933217
3.432,28.02525231
3.44,27.85007256
3.448,27.67806366
3.456,27.51023633
3.464,27.34162123
3.472,27.17415558
3.48,27.00776504
3.488,26.84092364
3.496,26.67702024
3.504,26.51710022
3.512,26.3563429
3.52,26.19654179
3.528,26.04034257
3.536,25.88625395
3.544,25.73595053
3.552,25.58258031
3.56,25.42823901
3.568,25.26885903
3.576,25.11254091
3.584,24.96133578
3.592,24.81781998
3.6,24.68010584
3.608,24.54144045
3.616,24.4024778
3.624,24.26634413
3.632,24.12837732
3.64,23.985897
3.648,23.84149435
3.656,23.69592244
3.664,23.55648416
3.672,23.42103916
3.68,23.28882448
3.688,23.16077154
3.696,23.03120749
3.704,22.89245292
3.712,22.74974469
3.72,22.60925111
3.728,22.48217915
3.736,22.3630046
3.744,22.24103574
3.752,22.1121455
3.76,21.97915792
3.768,21.84858811
3.776,21.72316599
3.784,21.59995851
3.792,21.47747934
3.8,21.35648155
3.808,21.24030445
3.816,21.12988938
3.824,21.02384414
3.832,20.91543563
3.84,20.80183485
3.848,20.68027225
3.856,20.55152073
3.864,20.42550903
3.872,20.3071817
3.88,20.20092342
3.888,20.09710769
3.896,19.99037874
3.904,19.8803749
3.912,19.76776005
3.92,19.65693376
3.928,19.55143352
3.936,19.44635936
3.944,19.34041817
3.952,19.23037469
3.96,19.12406687
3.968,19.01935438
3.976,18.91784248
3.984,18.81555768
3.992,18.71200454
4,18.60697992
4.008,18.50572565
4.016,18.41014919
4.024,18.31530103
4.032,18.21713834
4.04,18.11769245
4.048,18.01694848
4.056,17.91285035
4.064,17.81064482
4.072,17.70982159
4.08,17.61712862
4.088,17.52716061
4.096,17.43836184
4.104,17.34953831
4.112,17.25473474
4.12,17.15916323
4.128,17.06134736
4.136,16.9680004
4.144,16.88485963
4.152,16.80642064
4.16,16.72512292
4.168,16.63790463
4.176,16.54248176
4.184,16.44338268
4.192,16.34608702
4.2,16.2577292
4.208,16.17584686
4.216,16.09467301
4.224,16.01187905
4.232,15.9324244
4.24,15.85335124
4.248,15.76849622
4.256,15.67846875
4.264,15.58805979
4.272,15.50365563
4.28,15.42179311
4.288,15.34009904
4.296,15.25694341
4.304,15.17546734
4.312,15.1003082
4.32,15.02854782
4.328,14.9538544
4.336,14.87540054
4.344,14.79425642
4.352,14.71937969
4.36,14.64679687
4.368,14.56987394
4.376,14.48988916
4.384,14.40755101
4.392,14.32285949
4.4,14.24219595
