0,-7256.561279
0.008,-7256.881714
0.016,-7256.801605
0.024,-7257.041931
0.032,-7257.282257
0.04,-7257.6828
0.048,-7258.003235
0.056,-7258.483887
0.064,-7258.563995
0.072,-7258.403778
0.08,-7257.762909
0.088,-7257.041931
0.096,-7256.481171
0.104,-7256.401062
0.112,-7256.401062
0.12,-7256.401062
0.128,-7256.320953
0.136,-7256.240845
0.144,-7256.160736
0.152,-7255.599976
0.16,-7254.718781
0.168,-7253.757477
0.176,-7253.276825
0.184,-7254.318237
0.192,-7256.320953
0.2,-7258.163452
0.208,-7258.88443
0.216,-7258.804321
0.224,-7258.403778
0.232,-7258.243561
0.24,-7258.323669
0.248,-7258.724213
0.256,-7258.964539
0.264,-7258.644104
0.272,-7257.12204
0.28,-7254.959106
0.288,-7252.95639
0.296,-7252.075195
0.304,-7253.036499
0.312,-7254.959106
0.32,-7256.481171
0.328,-7256.881714
0.336,-7256.801605
0.344,-7256.721497
0.352,-7256.801605
0.36,-7257.6828
0.368,-7258.323669
0.376,-7258.163452
0.384,-7257.041931
0.392,-7255.760193
0.4,-7254.558563
0.408,-7254.478455
0.416,-7255.119324
0.424,-7255.840302
0.432,-7256.561279
0.44,-7256.801605
0.448,-7256.401062
0.456,-7255.840302
0.464,-7256.000519
0.472,-7256.561279
0.48,-7257.202148
0.488,-7258.003235
0.496,-7258.163452
0.504,-7258.083344
0.512,-7257.843018
0.52,-7258.003235
0.528,-7258.644104
0.536,-7259.605408
0.544,-7260.807037
0.552,-7260.887146
0.56,-7260.166168
0.568,-7259.044647
0.576,-7258.483887
0.584,-7258.88443
0.592,-7259.124756
0.6,-7258.644104
0.608,-7257.362366
0.616,-7255.92041
0.624,-7255.039215
0.632,-7255.039215
0.64,-7255.519867
0.648,-7255.279541
0.656,-7254.558563
0.664,-7254.15802
0.672,-7254.959106
0.68,-7256.160736
0.688,-7256.801605
0.696,-7256.561279
0.704,-7255.680084
0.712,-7254.798889
0.72,-7253.917694
0.728,-7253.356934
0.736,-7253.59726
0.744,-7254.718781
0.752,-7256.801605
0.76,-7258.804321
0.768,-7260.005951
0.776,-7260.726929
0.784,-7260.807037
0.792,-7259.845734
0.8,-7258.403778
0.808,-7256.401062
0.816,-7255.039215
0.824,-7254.318237
0.832,-7254.318237
0.84,-7254.478455
0.848,-7254.959106
0.856,-7255.760193
0.864,-7256.721497
0.872,-7257.282257
0.88,-7257.202148
0.888,-7257.522583
0.896,-7258.483887
0.904,-7259.044647
0.912,-7258.804321
0.92,-7257.6828
0.928,-7256.481171
0.936,-7256.481171
0.944,-7257.522583
0.952,-7259.044647
0.96,-7259.685516
0.968,-7259.284973
0.976,-7258.083344
0.984,-7257.12204
0.992,-7256.801605
1,-7257.6828
1.008,-7259.284973
1.016,-7260.726929
1.024,-7260.726929
1.032,-7256.320953
1.04,-7236.854553
1.048,-7189.590454
1.056,-7118.053436
1.064,-7043.312073
1.072,-6989.479065
1.08,-6968.410492
1.088,-6977.062225
1.096,-7004.859924
1.104,-7039.787292
1.112,-7074.714661
1.12,-7105.636597
1.128,-7130.470276
1.136,-7150.337219
1.144,-7166.278839
1.152,-7179.176331
1.16,-7189.510345
1.168,-7197.52121
1.176,-7202.888489
1.184,-7205.932617
1.192,-7208.095551
1.2,-7210.899353
1.208,-7214.424133
1.216,-7217.868805
1.224,-7219.791412
1.232,-7221.233368
1.24,-7222.915649
1.248,-7224.998474
1.256,-7226.760864
1.264,-7227.962494
1.272,-7228.923798
1.28,-7230.045319
1.288,-7231.006622
1.296,-7231.246948
1.304,-7230.52597
1.312,-7229.564667
1.32,-7230.125427
1.328,-7231.967926
1.336,-7234.050751
1.344,-7235.89325
1.352,-7236.854553
1.36,-7236.934662
1.368,-7236.614227
1.376,-7235.652924
1.384,-7235.172272
1.392,-7235.652924
1.4,-7236.854553
1.408,-7237.895966
1.416,-7238.616943
1.424,-7239.41803
1.432,-7239.738464
1.44,-7239.41803
1.448,-7239.097595
1.456,-7239.177704
1.464,-7239.738464
1.472,-7239.898682
1.48,-7239.337921
1.488,-7238.456726
1.496,-7237.495422
1.504,-7237.415314
1.512,-7238.536835
1.52,-7240.219116
1.528,-7241.18042
1.536,-7241.74118
1.544,-7242.141724
1.552,-7242.301941
1.56,-7242.462158
1.568,-7242.622375
1.576,-7242.301941
1.584,-7241.74118
1.592,-7241.661072
1.6,-7242.542267
1.608,-7243.503571
1.616,-7243.423462
1.624,-7243.103027
1.632,-7242.622375
1.64,-7242.702484
1.648,-7242.702484
1.656,-7242.38205
1.664,-7242.301941
1.672,-7242.622375
1.68,-7243.663788
1.688,-7245.025635
1.696,-7245.506287
1.704,-7245.025635
